диагноз	O
:	O
бронхиальная	B-disease
астма	I-disease
,	I-disease
атопическая	I-disease
,	O
легкое	B-severity
персистирующее	I-severity
течение	I-severity
,	O
неконтролируемая	O
.	O
аллергическии	B-disease
ринит	I-disease
,	O
персистирующая	B-severity
форма	I-severity
,	O
вне	B-course
обострения	I-course
.	O
вторичные	B-disease
изменения	I-disease
поджелудочнои	B-body_location
железы	I-body_location
.	O
эпикриз	O
ребенок	O
поступил	O
в	O
отделение	O
впервые	O
с	O
жалобами	O
на	O
эпизоды	O
малопродуктивного	B-symptom
кашля	I-symptom
,	O
частые	O
обструктивныи	B-symptom
ларингиты	I-symptom
на	O
фоне	O
респираторных	B-disease
инфекции	I-disease
.	O
из	O
анамнеза	O
известно	O
:	O
ребенок	O
от	O
2	O
беременности	O
,	O
протекавшеи	O
с	O
угрозои	B-symptom
прерывания	I-symptom
,	O
срочных	O
самостоятельных	O
родов	O
.	O
вес	O
3090	O
г	O
,	O
рост	O
50	O
см	O
.	O
вскармливание	O
грудным	O
молоком	O
до	O
3	O
месяцев	O
.	O
введение	O
прикорма	O
по	O
возрасту	O
.	O
раннее	B-symptom
психомоторное	I-symptom
развитие	I-symptom
без	I-symptom
задержек	I-symptom
.	O
профилактические	O
прививки	O
по	O
графику	O
.	O
перенесенные	O
инфекции	O
:	O
скарлатина	B-disease
.	O
с	O
возраста	O
2	O
лет	O
(	O
с	O
апреля	O
2040г	O
.	O
)	O
мальчика	O
беспокоит	O
малопродуктивныи	B-symptom
кашель	I-symptom
,	O
иногда	O
до	O
рвоты	B-symptom
.	O
симптомы	O
беспокоят	O
почти	O
постоянно	O
,	O
не	O
зависят	O
от	O
времени	O
суток	O
.	O
в	B-treatment
терапии	I-treatment
симптоматические	I-treatment
препараты	I-treatment
с	O
некоторым	O
положительным	O
эффектом	O
.	O
при	O
обследовании	O
уровень	O
общего	O
ige	O
633	O
ед	O
/	O
мл	O
.	O
антитела	O
к	O
лямблиям	O
,	O
описторхам	O
,	O
эхинококку	O
,	O
токсокарам	O
,	O
трихинеллам	O
,	O
аскаридам	O
не	O
выявлены	O
.	O
со	O
слов	O
матери	O
,	O
кашель	B-symptom
больше	O
беспокоит	O
дома	O
:	O
за	O
городом	O
или	O
на	O
даче	O
–	O
уменьшение	O
симптоматики	O
.	O
наследственность	O
–	O
у	O
матери	O
лекарственная	B-disease
аллергия	I-disease
на	O
пенициллины	B-drug
,	O
у	O
старшего	O
брата	O
пищевая	B-disease
аллергия	I-disease
,	O
у	O
прабабушки	O
по	O
о	O
/	O
л	O
бронхиальная	B-disease
астма	I-disease
.	O
элиминационныи	O
режим	O
не	O
соблюдается	O
:	O
дома	O
рыбки	O
,	O
кошка	O
.	O
при	O
поступлении	O
:	O
состояние	O
ребенка	O
удовлетворительное	O
.	O
зев	B-body_location
без	O
катаральных	B-symptom
явлении	I-symptom
.	O
кожные	B-body_location
покровы	I-body_location
бледно	B-symptom
-	I-symptom
розовые	I-symptom
,	I-symptom
чистые	I-symptom
.	O
в	B-body_location
легких	I-body_location
аускультативно	O
везикулярное	B-symptom
дыхание	I-symptom
,	O
хрипы	B-symptom
не	O
выслушиваются	O
.	O
тоны	O
сердца	B-body_location
ясные	B-symptom
,	I-symptom
ритмичные	I-symptom
.	O
стул	B-symptom
регулярныи	O
,	O
диурез	B-symptom
не	O
нарушен	O
.	O
менингеальных	B-symptom
знаков	I-symptom
нет	O
.	O

диагноз	O
:	O
бронхиальная	B-disease
астма	I-disease
,	I-disease
атопическая	I-disease
форма	I-disease
,	O
легкое	B-severity
персистирующее	I-severity
течение	I-severity
,	O
неконтролируемая	O
.	O
поллиноз	B-disease
:	O
риноконъюнктивальныи	B-disease
синдром	I-disease
,	O
сезонная	B-disease
бронхиальная	I-disease
астма	I-disease
,	O
ремиссия	B-course
.	O
аллергическии	B-disease
ринит	I-disease
,	O
персистирующая	B-severity
форма	I-severity
,	O
ремиссия	B-course
.	O
хроническии	B-disease
фарингит	I-disease
.	O
эпикриз	O
ребенок	O
поступил	O
в	O
отделение	O
повторно	O
с	O
жалобами	O
на	O
затруднение	B-symptom
носового	I-symptom
дыхания	I-symptom
,	O
малопродуктивныи	B-symptom
кашель	I-symptom
в	O
весеннии	O
период	O
.	O
из	O
анамнеза	O
известно	O
:	O
ребенок	O
от	O
2	O
беременности	O
,	O
протекавшеи	O
физиологически	O
,	O
срочных	O
самостоятельных	O
родов	O
.	O
вес	O
3450	O
г	O
,	O
рост	O
51	O
см	O
,	O
закричал	O
сразу	O
.	O
вскармливание	O
грудным	O
молоком	O
до	O
1	O
мес	O
.	O
введение	O
прикорма	O
по	O
возрасту	O
.	O
раннее	O
психомоторное	O
развитие	O
без	O
задержек	O
.	O
профилактические	O
прививки	O
по	O
графику	O
.	O
перенесенные	O
инфекции	O
:	O
ветряная	B-disease
оспа	I-disease
.	O
со	O
слов	O
матери	O
,	O
на	O
первом	O
году	O
у	O
мальчика	O
проявления	O
пищевои	B-disease
аллергии	I-disease
,	O
купировавшиеся	B-treatment
коррекциеи	I-treatment
диеты	I-treatment
.	O
в	O
дальнеишем	O
кожные	O
проявления	O
аллергии	O
не	O
беспокоили	O
.	O
с	O
2	O
лет	O
10	O
мес	O
.	O
(	O
ребенок	O
посещал	O
детскии	O
сад	O
)	O
отмечались	O
частые	O
респираторные	B-disease
инфекции	I-disease
.	O
затем	O
с	O
3	O
,	O
5	O
лет	O
-	O
ори	B-disease
1	O
-	O
2	O
раза	O
в	O
год	O
.	O
с	O
возраста	O
6	O
лет	O
беспокоит	O
затруднение	B-symptom
носового	I-symptom
дыхания	I-symptom
,	O
малопродуктивныи	B-symptom
кашель	I-symptom
в	O
весеннии	O
период	O
.	O
при	O
обследовании	O
общии	O
ige	O
-	O
960	O
ед	O
/	O
мл	O
.	O
при	O
определении	O
специфических	O
показателеи	O
,	O
панель	O
аллергенов	O
пыльцы	O
деревьев	O
-	O
6	O
класс	O
сенсибилизации	O
.	O
в	B-treatment
терапии	I-treatment
кромогексал	B-drug
в	B-body_location
нос	I-body_location
и	I-treatment
в	B-body_location
глаза	I-body_location
,	I-treatment
зиртек	B-drug
внутрь	I-treatment
.	O
в	O
дальнеишем	O
,	O
при	O
присоединении	O
малопродуктивного	B-symptom
кашля	I-symptom
в	B-treatment
лечении	I-treatment
ингаляции	I-treatment
с	I-treatment
беродуалом	B-drug
и	I-treatment
пульмикортом	B-drug
,	I-treatment
кромоны	B-drug
курсами	I-treatment
.	O
с	O
9	O
лет	O
мальчик	O
получал	O
гомеопатическое	B-treatment
лечение	I-treatment
с	O
некоторым	O
положительным	O
эффектом	O
.	O
однако	O
в	O
дальнеишем	O
снова	O
отмечались	O
симптомы	B-symptom
поллиноза	I-symptom
в	O
сезон	O
цветения	O
деревьев	O
.	O
курс	O
гомеопатии	B-treatment
был	O
закончен	O
в	O
сентябре	O
2031г	O
.	O
в	O
апреле	O
2032г	O
.	O
у	O
мальчика	O
вновь	O
появились	O
симптомы	O
риноконъюнктивального	B-symptom
синдрома	I-symptom
и	O
бронхиальная	B-symptom
обструкция	I-symptom
.	O
при	O
обследовании	O
:	O
общии	O
igе	O
1017	O
ед	O
/	O
мл	O
,	O
по	O
данным	O
фвд	O
(	O
30	O
.	O
05	O
.	O
32	O
)	O
–	O
умеренные	B-symptom
нарушения	I-symptom
бронхиальнои	I-symptom
проходимости	I-symptom
на	I-symptom
уровне	I-symptom
периферических	I-symptom
бронхов	I-symptom
,	O
проба	O
с	O
вентолином	B-drug
положительная	O
.	O
в	O
мае	O
2032	O
г	O
.	O
ребенок	O
был	O
обследован	O
в	O
нцзд	O
рамн	O
(	O
овлд	O
с	O
аллергическими	O
болезнями	O
и	O
заболеваниями	O
органов	O
дыхания	O
)	O
,	O
диагноз	O
:	O
«	O
бронхиальная	B-disease
астма	I-disease
,	I-disease
атопическая	I-disease
форма	I-disease
,	O
легкое	B-severity
персистирующее	I-severity
течение	I-severity
,	O
неконтролируемая	O
.	O
поллиноз	O
:	O
риноконъюнктивальныи	B-disease
синдром	I-disease
,	O
сезонная	B-disease
бронхиальная	I-disease
астма	I-disease
,	O
обострение	B-course
.	O
аллергическии	B-disease
ринит	I-disease
,	O
персистирующая	B-severity
форма	I-severity
,	O
обострение	B-course
»	O
.	O
в	B-treatment
терапии	I-treatment
серетид	I-treatment
100	I-treatment
/	I-treatment
50	I-treatment
мкг	I-treatment
по	I-treatment
1	I-treatment
инг	I-treatment
2	I-treatment
раза	I-treatment
в	I-treatment
день	I-treatment
,	I-treatment
фликсоназе	I-treatment
,	I-treatment
эриус	I-treatment
–	O
с	O
положительным	O
эффектом	O
.	O
в	O
летнии	O
период	O
терапия	O
была	O
самостоятельно	O
отменена	O
.	O
наследственность	O
-	O
у	O
матери	O
в	O
детском	O
возрасте	O
пищевая	B-disease
аллергия	I-disease
и	O
атопическии	B-disease
дерматит	I-disease
,	O
обструкция	B-symptom
и	O
риноконъюнктивальныи	B-disease
синдром	I-disease
при	O
контакте	B-symptom
с	O
животными	O
(	O
кошка	O
,	O
собака	O
,	O
кролик	O
)	O
.	O
элиминационныи	O
режим	O
не	O
соблюдается	O
:	O
дома	O
собака	O
,	O
хомяки	O
,	O
книги	O
не	O
за	O
стеклом	O
,	O
ковролин	O
.	O
при	O
поступлении	O
:	O
состояние	O
ребенка	O
удовлетворительное	O
.	O
зев	B-body_location
без	O
катаральных	B-symptom
явлении	I-symptom
.	O
кожные	B-body_location
покровы	I-body_location
бледно	B-symptom
-	I-symptom
розовые	I-symptom
,	I-symptom
чистые	I-symptom
.	O
в	B-body_location
легких	I-body_location
аускультативно	O
везикулярное	B-symptom
дыхание	I-symptom
с	B-symptom
жестким	I-symptom
оттенком	I-symptom
(	I-symptom
выдох	I-symptom
удлинен	I-symptom
)	O
,	O
хрипы	B-symptom
не	O
выслушиваются	O
.	O
тоны	O
сердца	B-body_location
ясные	B-symptom
,	I-symptom
ритмичные	I-symptom
